id,quality
2823,5.0
4068,6.178
6203,6.442
5188,5.984
1496,5.942
484,5.362
1404,4.962
874,6.134
4853,6.182
5212,5.238
782,5.128
5347,6.668
5334,5.878
5716,6.156
2755,5.228
4984,5.678
4220,6.456
4246,5.488
66,6.816
828,4.782
1679,5.0
3538,4.766
1877,5.006
6147,5.116
2947,5.936
5122,5.212
3658,6.796
2301,6.456
1192,5.724
3640,5.916
1692,5.914
2900,5.782
5564,5.738
5352,5.08
3017,5.568
5165,5.138
4649,6.202
2820,4.572
5917,5.664
3140,5.256
2383,5.584
6010,5.742
743,5.216
1921,5.112
1606,6.262
5569,5.076
263,5.25
4963,5.14
4374,4.759
6165,5.276
3799,5.958
6345,5.0
2320,6.048
4530,6.57
6066,6.352
867,5.064
1647,5.6
226,6.522
5098,5.372
6489,5.356
22,6.336
2430,6.358
3152,5.24
41,5.822
3717,5.716
865,5.196
4440,5.764
2779,5.138
749,5.046
585,5.33
1662,5.274
4838,5.974
4804,7.262
683,5.876
452,6.0
2784,5.478
6002,5.45
1423,6.454
644,5.376
2591,5.19
1814,5.248
280,5.06
435,6.366
5996,5.162
2913,5.894
3418,5.97
1757,5.864
2882,5.888
6497,5.294
5285,5.544
1038,5.418
1356,5.753
3638,6.614
640,5.692
2527,6.458
766,5.036
30,6.09
5498,7.12
95,5.032
1143,6.428
2095,4.992
5629,6.386
5846,5.052
5262,6.24
5495,6.21
4408,5.26
2007,6.294
2948,6.548
2864,6.278
2668,5.044
1366,5.836
5465,5.34
4646,6.846
734,5.8
5090,5.876
1579,6.668
5688,6.0
